correctionTimer ; 131.397 ; 2.43328 ; setSolutionTimer ; 2.62359 ; 0.0485849 ; cycleWatch ; 2437.02 ; 270.779 ; setupWatch ; 37.3547 ; 37.3547 ; restrictionTimer ; 126.453 ; 2.34171 ; preSmoothTimer ; 853.832 ; 15.8117 ; upResidualTimer ; 252.069 ; 4.66795 ; postSmoothTimer ; 804.581 ; 14.8997 ; commTimer ; 762.214 ; 1.16368 ; timeToSolveWatch ; 2570.4 ; 2570.4 ;
correctionTimer ; 134.721 ; 2.49483 ; setSolutionTimer ; 2.76072 ; 0.0511244 ; cycleWatch ; 2445.72 ; 271.747 ; setupWatch ; 37.3546 ; 37.3546 ; restrictionTimer ; 121.293 ; 2.24616 ; preSmoothTimer ; 862.757 ; 15.977 ; upResidualTimer ; 253.31 ; 4.69092 ; postSmoothTimer ; 803.014 ; 14.8706 ; commTimer ; 764.5 ; 1.16718 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 135.553 ; 2.51025 ; setSolutionTimer ; 2.79893 ; 0.051832 ; cycleWatch ; 2447.97 ; 271.996 ; setupWatch ; 11.6098 ; 11.6098 ; restrictionTimer ; 121.286 ; 2.24603 ; preSmoothTimer ; 859.749 ; 15.9213 ; upResidualTimer ; 256.246 ; 4.74529 ; postSmoothTimer ; 805.359 ; 14.914 ; commTimer ; 779.133 ; 1.18952 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 135.485 ; 2.50898 ; setSolutionTimer ; 2.6148 ; 0.0484223 ; cycleWatch ; 2449.58 ; 272.176 ; setupWatch ; 22.6604 ; 22.6604 ; restrictionTimer ; 121.031 ; 2.24131 ; preSmoothTimer ; 860.992 ; 15.9443 ; upResidualTimer ; 255.375 ; 4.72917 ; postSmoothTimer ; 806.052 ; 14.9269 ; commTimer ; 776.273 ; 1.18515 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 135.777 ; 2.51439 ; setSolutionTimer ; 2.62063 ; 0.0485303 ; cycleWatch ; 2450.76 ; 272.307 ; setupWatch ; 36.8221 ; 36.8221 ; restrictionTimer ; 122.682 ; 2.2719 ; preSmoothTimer ; 858.204 ; 15.8927 ; upResidualTimer ; 256.449 ; 4.74906 ; postSmoothTimer ; 806.84 ; 14.9415 ; commTimer ; 762.343 ; 1.16388 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 135.812 ; 2.51503 ; setSolutionTimer ; 2.52637 ; 0.0467846 ; cycleWatch ; 2450.83 ; 272.315 ; setupWatch ; 15.2844 ; 15.2844 ; restrictionTimer ; 122.668 ; 2.27162 ; preSmoothTimer ; 857.803 ; 15.8852 ; upResidualTimer ; 256.964 ; 4.75858 ; postSmoothTimer ; 807.101 ; 14.9463 ; commTimer ; 776.432 ; 1.18539 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 135.003 ; 2.50005 ; setSolutionTimer ; 2.96067 ; 0.0548272 ; cycleWatch ; 2450.97 ; 272.33 ; setupWatch ; 31.9775 ; 31.9775 ; restrictionTimer ; 122.365 ; 2.26601 ; preSmoothTimer ; 856.696 ; 15.8647 ; upResidualTimer ; 257.855 ; 4.77509 ; postSmoothTimer ; 806.749 ; 14.9398 ; commTimer ; 762.862 ; 1.16467 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 132.679 ; 2.45702 ; setSolutionTimer ; 2.68118 ; 0.0496515 ; cycleWatch ; 2449.54 ; 272.171 ; setupWatch ; 32.2047 ; 32.2047 ; restrictionTimer ; 124.304 ; 2.30192 ; preSmoothTimer ; 856.836 ; 15.8673 ; upResidualTimer ; 255.978 ; 4.74034 ; postSmoothTimer ; 807.325 ; 14.9505 ; commTimer ; 769.746 ; 1.17518 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 133.089 ; 2.46461 ; setSolutionTimer ; 2.64409 ; 0.0489647 ; cycleWatch ; 2448.34 ; 272.038 ; setupWatch ; 33.0499 ; 33.0499 ; restrictionTimer ; 125.231 ; 2.31909 ; preSmoothTimer ; 862.016 ; 15.9633 ; upResidualTimer ; 250.523 ; 4.63931 ; postSmoothTimer ; 811.226 ; 15.0227 ; commTimer ; 759.585 ; 1.15967 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 137.023 ; 2.53746 ; setSolutionTimer ; 2.7116 ; 0.0502148 ; cycleWatch ; 2454.19 ; 272.687 ; setupWatch ; 16.31 ; 16.31 ; restrictionTimer ; 125.476 ; 2.32363 ; preSmoothTimer ; 858.786 ; 15.9034 ; upResidualTimer ; 253.536 ; 4.69512 ; postSmoothTimer ; 809.893 ; 14.998 ; commTimer ; 767.87 ; 1.17232 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 138.327 ; 2.56162 ; setSolutionTimer ; 2.84484 ; 0.0526822 ; cycleWatch ; 2456.57 ; 272.953 ; setupWatch ; 35.9918 ; 35.9918 ; restrictionTimer ; 127.34 ; 2.35815 ; preSmoothTimer ; 856.425 ; 15.8597 ; upResidualTimer ; 253.835 ; 4.70065 ; postSmoothTimer ; 810.394 ; 15.0073 ; commTimer ; 754.046 ; 1.15121 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 138.337 ; 2.5618 ; setSolutionTimer ; 2.68009 ; 0.0496313 ; cycleWatch ; 2459.74 ; 273.304 ; setupWatch ; 14.1003 ; 14.1003 ; restrictionTimer ; 130.709 ; 2.42053 ; preSmoothTimer ; 851.547 ; 15.7694 ; upResidualTimer ; 255.485 ; 4.73121 ; postSmoothTimer ; 811.591 ; 15.0295 ; commTimer ; 770.813 ; 1.17681 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
correctionTimer ; 137.912 ; 2.55393 ; setSolutionTimer ; 2.89306 ; 0.0535752 ; cycleWatch ; 2461.22 ; 273.469 ; setupWatch ; 37.4405 ; 37.4405 ; restrictionTimer ; 132.231 ; 2.44873 ; preSmoothTimer ; 849.096 ; 15.724 ; upResidualTimer ; 256.1 ; 4.74259 ; postSmoothTimer ; 813.129 ; 15.0579 ; commTimer ; 756.585 ; 1.15509 ; timeToSolveWatch ; 2570.05 ; 2570.05 ;
