correctionTimer ; 150.012 ; 2.778 ; setSolutionTimer ; 3.69711 ; 0.068465 ; cycleWatch ; 3496.16 ; 388.462 ; setupWatch ; 33.0667 ; 33.0667 ; restrictionTimer ; 115.791 ; 2.14427 ; preSmoothTimer ; 1304.81 ; 24.1631 ; upResidualTimer ; 330.015 ; 6.11138 ; postSmoothTimer ; 1251.4 ; 23.1741 ; commTimer ; 777.966 ; 1.18053 ; timeToSolveWatch ; 3638.71 ; 3638.71 ;
correctionTimer ; 152.614 ; 2.82619 ; setSolutionTimer ; 3.20963 ; 0.0594377 ; cycleWatch ; 3501.85 ; 389.095 ; setupWatch ; 32.9098 ; 32.9098 ; restrictionTimer ; 122.44 ; 2.2674 ; preSmoothTimer ; 1309.83 ; 24.256 ; upResidualTimer ; 323.828 ; 5.99682 ; postSmoothTimer ; 1256.72 ; 23.2727 ; commTimer ; 732.085 ; 1.1109 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 152.579 ; 2.82553 ; setSolutionTimer ; 3.33025 ; 0.0616712 ; cycleWatch ; 3503.02 ; 389.225 ; setupWatch ; 32.6721 ; 32.6721 ; restrictionTimer ; 121.476 ; 2.24956 ; preSmoothTimer ; 1310.63 ; 24.2709 ; upResidualTimer ; 323.863 ; 5.99747 ; postSmoothTimer ; 1257.54 ; 23.2878 ; commTimer ; 735.08 ; 1.11545 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 151.145 ; 2.79898 ; setSolutionTimer ; 3.05572 ; 0.0565874 ; cycleWatch ; 3503.5 ; 389.278 ; setupWatch ; 32.723 ; 32.723 ; restrictionTimer ; 122.285 ; 2.26454 ; preSmoothTimer ; 1309.72 ; 24.254 ; upResidualTimer ; 324.081 ; 6.0015 ; postSmoothTimer ; 1259.47 ; 23.3235 ; commTimer ; 731.977 ; 1.11074 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 152.578 ; 2.82551 ; setSolutionTimer ; 3.25765 ; 0.0603268 ; cycleWatch ; 3511.55 ; 390.172 ; setupWatch ; 33.1167 ; 33.1167 ; restrictionTimer ; 130.969 ; 2.42534 ; preSmoothTimer ; 1293.62 ; 23.9559 ; upResidualTimer ; 331.627 ; 6.14123 ; postSmoothTimer ; 1258.46 ; 23.3048 ; commTimer ; 745.703 ; 1.13157 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 155.379 ; 2.87739 ; setSolutionTimer ; 3.37493 ; 0.0624987 ; cycleWatch ; 3512.39 ; 390.265 ; setupWatch ; 32.9658 ; 32.9658 ; restrictionTimer ; 135.516 ; 2.50955 ; preSmoothTimer ; 1295.69 ; 23.9942 ; upResidualTimer ; 325.069 ; 6.01981 ; postSmoothTimer ; 1263.47 ; 23.3975 ; commTimer ; 695.141 ; 1.05484 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 155.383 ; 2.87747 ; setSolutionTimer ; 3.29586 ; 0.0610345 ; cycleWatch ; 3514.23 ; 390.47 ; setupWatch ; 32.8458 ; 32.8458 ; restrictionTimer ; 136.284 ; 2.52377 ; preSmoothTimer ; 1293.84 ; 23.9601 ; upResidualTimer ; 326.213 ; 6.04099 ; postSmoothTimer ; 1263.99 ; 23.4073 ; commTimer ; 695.549 ; 1.05546 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 153.535 ; 2.84325 ; setSolutionTimer ; 3.07964 ; 0.0570304 ; cycleWatch ; 3513.52 ; 390.392 ; setupWatch ; 33.0012 ; 33.0012 ; restrictionTimer ; 135.299 ; 2.50554 ; preSmoothTimer ; 1296.47 ; 24.0087 ; upResidualTimer ; 324.636 ; 6.01177 ; postSmoothTimer ; 1266.67 ; 23.4568 ; commTimer ; 695.035 ; 1.05468 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 152.713 ; 2.82802 ; setSolutionTimer ; 3.0869 ; 0.0571648 ; cycleWatch ; 3517.25 ; 390.806 ; setupWatch ; 33.0383 ; 33.0383 ; restrictionTimer ; 128.581 ; 2.38113 ; preSmoothTimer ; 1294.18 ; 23.9662 ; upResidualTimer ; 333.848 ; 6.18237 ; postSmoothTimer ; 1264.17 ; 23.4106 ; commTimer ; 750.16 ; 1.13833 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 155.38 ; 2.87741 ; setSolutionTimer ; 3.26287 ; 0.0604236 ; cycleWatch ; 3518.11 ; 390.902 ; setupWatch ; 32.9027 ; 32.9027 ; restrictionTimer ; 135.394 ; 2.5073 ; preSmoothTimer ; 1293.26 ; 23.9493 ; upResidualTimer ; 327.878 ; 6.07181 ; postSmoothTimer ; 1269.46 ; 23.5084 ; commTimer ; 699.833 ; 1.06196 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 155.337 ; 2.87661 ; setSolutionTimer ; 3.21178 ; 0.0594775 ; cycleWatch ; 3519.59 ; 391.066 ; setupWatch ; 32.7707 ; 32.7707 ; restrictionTimer ; 134.196 ; 2.48511 ; preSmoothTimer ; 1294.75 ; 23.9769 ; upResidualTimer ; 327.629 ; 6.06721 ; postSmoothTimer ; 1269.89 ; 23.5164 ; commTimer ; 701.381 ; 1.06431 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 153.622 ; 2.84485 ; setSolutionTimer ; 3.11102 ; 0.0576115 ; cycleWatch ; 3519.63 ; 391.07 ; setupWatch ; 32.8788 ; 32.8788 ; restrictionTimer ; 131.443 ; 2.43412 ; preSmoothTimer ; 1296.5 ; 24.0093 ; upResidualTimer ; 328.633 ; 6.0858 ; postSmoothTimer ; 1271.64 ; 23.549 ; commTimer ; 700.836 ; 1.06348 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 152.631 ; 2.82651 ; setSolutionTimer ; 3.04398 ; 0.0563701 ; cycleWatch ; 3523.82 ; 391.535 ; setupWatch ; 32.9422 ; 32.9422 ; restrictionTimer ; 128.991 ; 2.38873 ; preSmoothTimer ; 1296.04 ; 24.0008 ; upResidualTimer ; 331.855 ; 6.14546 ; postSmoothTimer ; 1270.45 ; 23.5268 ; commTimer ; 761.341 ; 1.1553 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 155.301 ; 2.87594 ; setSolutionTimer ; 3.18484 ; 0.0589785 ; cycleWatch ; 3525.81 ; 391.757 ; setupWatch ; 33.0759 ; 33.0759 ; restrictionTimer ; 134.627 ; 2.49308 ; preSmoothTimer ; 1296.6 ; 24.0111 ; upResidualTimer ; 325.654 ; 6.03062 ; postSmoothTimer ; 1275.75 ; 23.6251 ; commTimer ; 712.667 ; 1.08144 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 155.229 ; 2.87461 ; setSolutionTimer ; 3.18729 ; 0.0590238 ; cycleWatch ; 3529.52 ; 392.168 ; setupWatch ; 33.0632 ; 33.0632 ; restrictionTimer ; 133.105 ; 2.46491 ; preSmoothTimer ; 1297.53 ; 24.0284 ; upResidualTimer ; 326.199 ; 6.04073 ; postSmoothTimer ; 1275.99 ; 23.6294 ; commTimer ; 718.325 ; 1.09002 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 153.567 ; 2.84383 ; setSolutionTimer ; 3.03049 ; 0.0561201 ; cycleWatch ; 3528.38 ; 392.042 ; setupWatch ; 33.0799 ; 33.0799 ; restrictionTimer ; 132.75 ; 2.45833 ; preSmoothTimer ; 1298.04 ; 24.0378 ; upResidualTimer ; 326.06 ; 6.03815 ; postSmoothTimer ; 1277.85 ; 23.6638 ; commTimer ; 714.231 ; 1.08381 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
correctionTimer ; 152.626 ; 2.8264 ; setSolutionTimer ; 3.1131 ; 0.05765 ; cycleWatch ; 3530.93 ; 392.325 ; setupWatch ; 32.6666 ; 32.6666 ; restrictionTimer ; 124.526 ; 2.30603 ; preSmoothTimer ; 1291.13 ; 23.9098 ; upResidualTimer ; 341.463 ; 6.32338 ; postSmoothTimer ; 1274.36 ; 23.5993 ; commTimer ; 750.832 ; 1.13935 ; timeToSolveWatch ; 3638.3 ; 3638.3 ;
