correctionTimer ; 261.51 ; 3.11321 ; setSolutionTimer ; 25.1481 ; 0.299382 ; cycleWatch ; 6466.28 ; 461.877 ; setupWatch ; 48.7014 ; 48.7014 ; restrictionTimer ; 503.497 ; 5.99401 ; preSmoothTimer ; 2142.88 ; 25.5104 ; upResidualTimer ; 838.48 ; 9.98191 ; postSmoothTimer ; 2074.69 ; 24.6987 ; commTimer ; 3252.22 ; 3.4488 ; timeToSolveWatch ; 6694.71 ; 6694.71 ;
correctionTimer ; 266.331 ; 3.17061 ; setSolutionTimer ; 25.1123 ; 0.298956 ; cycleWatch ; 6490.87 ; 463.634 ; setupWatch ; 49.7522 ; 49.7522 ; restrictionTimer ; 508.319 ; 6.05141 ; preSmoothTimer ; 2148.13 ; 25.573 ; upResidualTimer ; 836.187 ; 9.95461 ; postSmoothTimer ; 2085.32 ; 24.8252 ; commTimer ; 3305.61 ; 3.50542 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 265.077 ; 3.15568 ; setSolutionTimer ; 24.7274 ; 0.294373 ; cycleWatch ; 6488.95 ; 463.497 ; setupWatch ; 50.6108 ; 50.6108 ; restrictionTimer ; 511.035 ; 6.08375 ; preSmoothTimer ; 2150.29 ; 25.5987 ; upResidualTimer ; 831.966 ; 9.90436 ; postSmoothTimer ; 2084.19 ; 24.8118 ; commTimer ; 3307.49 ; 3.50741 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 263.001 ; 3.13097 ; setSolutionTimer ; 25.0855 ; 0.298637 ; cycleWatch ; 6478.98 ; 462.784 ; setupWatch ; 50.1566 ; 50.1566 ; restrictionTimer ; 503.52 ; 5.99429 ; preSmoothTimer ; 2150.26 ; 25.5984 ; upResidualTimer ; 838.937 ; 9.98735 ; postSmoothTimer ; 2076.96 ; 24.7257 ; commTimer ; 3277.57 ; 3.47569 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 262.157 ; 3.12091 ; setSolutionTimer ; 24.1187 ; 0.287127 ; cycleWatch ; 6477.75 ; 462.696 ; setupWatch ; 49.7451 ; 49.7451 ; restrictionTimer ; 507.305 ; 6.03935 ; preSmoothTimer ; 2153.75 ; 25.6399 ; upResidualTimer ; 832.342 ; 9.90883 ; postSmoothTimer ; 2080.69 ; 24.7701 ; commTimer ; 3266.97 ; 3.46444 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 266.363 ; 3.17099 ; setSolutionTimer ; 26.5918 ; 0.316569 ; cycleWatch ; 6487.53 ; 463.395 ; setupWatch ; 48.8806 ; 48.8806 ; restrictionTimer ; 509.5 ; 6.06548 ; preSmoothTimer ; 2146.9 ; 25.5583 ; upResidualTimer ; 834.822 ; 9.93836 ; postSmoothTimer ; 2081.66 ; 24.7817 ; commTimer ; 3303.21 ; 3.50288 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 264.351 ; 3.14703 ; setSolutionTimer ; 23.2653 ; 0.276968 ; cycleWatch ; 6490.18 ; 463.585 ; setupWatch ; 50.6758 ; 50.6758 ; restrictionTimer ; 510.629 ; 6.07891 ; preSmoothTimer ; 2151.58 ; 25.614 ; upResidualTimer ; 832.499 ; 9.91071 ; postSmoothTimer ; 2084.52 ; 24.8157 ; commTimer ; 3311.47 ; 3.51163 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 262.46 ; 3.12452 ; setSolutionTimer ; 25.2756 ; 0.3009 ; cycleWatch ; 6479.31 ; 462.808 ; setupWatch ; 49.8604 ; 49.8604 ; restrictionTimer ; 505.094 ; 6.01302 ; preSmoothTimer ; 2149.76 ; 25.5923 ; upResidualTimer ; 837.634 ; 9.97184 ; postSmoothTimer ; 2077.66 ; 24.734 ; commTimer ; 3279.34 ; 3.47756 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 348.639 ; 4.15047 ; setSolutionTimer ; 28.7539 ; 0.342309 ; cycleWatch ; 6557.32 ; 468.38 ; setupWatch ; 48.5596 ; 48.5596 ; restrictionTimer ; 474.798 ; 5.65236 ; preSmoothTimer ; 2196.62 ; 26.1503 ; upResidualTimer ; 817.772 ; 9.73538 ; postSmoothTimer ; 2079.74 ; 24.7588 ; commTimer ; 2510.69 ; 2.66245 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 354.055 ; 4.21494 ; setSolutionTimer ; 26.7698 ; 0.318688 ; cycleWatch ; 6573.63 ; 469.545 ; setupWatch ; 48.9324 ; 48.9324 ; restrictionTimer ; 473.68 ; 5.63905 ; preSmoothTimer ; 2194.18 ; 26.1212 ; upResidualTimer ; 823.586 ; 9.8046 ; postSmoothTimer ; 2086.82 ; 24.8431 ; commTimer ; 2554.3 ; 2.70869 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 354.492 ; 4.22015 ; setSolutionTimer ; 25.1421 ; 0.299311 ; cycleWatch ; 6571.59 ; 469.399 ; setupWatch ; 49.7418 ; 49.7418 ; restrictionTimer ; 474.489 ; 5.64867 ; preSmoothTimer ; 2196.56 ; 26.1495 ; upResidualTimer ; 822.311 ; 9.78942 ; postSmoothTimer ; 2085.88 ; 24.8319 ; commTimer ; 2550.83 ; 2.70501 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 348.834 ; 4.15278 ; setSolutionTimer ; 27.751 ; 0.330369 ; cycleWatch ; 6560.96 ; 468.64 ; setupWatch ; 48.8392 ; 48.8392 ; restrictionTimer ; 471.038 ; 5.6076 ; preSmoothTimer ; 2194.96 ; 26.1305 ; upResidualTimer ; 824.533 ; 9.81587 ; postSmoothTimer ; 2079.93 ; 24.761 ; commTimer ; 2522.82 ; 2.67531 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
correctionTimer ; 348.799 ; 4.15237 ; setSolutionTimer ; 27.7132 ; 0.329919 ; cycleWatch ; 6560.55 ; 468.611 ; setupWatch ; 48.4667 ; 48.4667 ; restrictionTimer ; 473.565 ; 5.63767 ; preSmoothTimer ; 2198.43 ; 26.1718 ; upResidualTimer ; 818.265 ; 9.74125 ; postSmoothTimer ; 2082.98 ; 24.7974 ; commTimer ; 2515.25 ; 2.66728 ; timeToSolveWatch ; 6694.32 ; 6694.32 ;
