correctionTimer ; 239.592 ; 2.85229 ; setSolutionTimer ; 7.73801 ; 0.0921192 ; cycleWatch ; 5251.88 ; 375.135 ; setupWatch ; 40.6937 ; 40.6937 ; restrictionTimer ; 311.458 ; 3.70783 ; preSmoothTimer ; 1737.71 ; 20.687 ; upResidualTimer ; 635.97 ; 7.57107 ; postSmoothTimer ; 1745.85 ; 20.7839 ; commTimer ; 1520.7 ; 1.60073 ; timeToSolveWatch ; 5452.57 ; 5452.57 ;
correctionTimer ; 245.586 ; 2.92365 ; setSolutionTimer ; 6.69505 ; 0.079703 ; cycleWatch ; 5273.06 ; 376.647 ; setupWatch ; 44.5941 ; 44.5941 ; restrictionTimer ; 307.617 ; 3.66211 ; preSmoothTimer ; 1748.26 ; 20.8126 ; upResidualTimer ; 637.906 ; 7.59411 ; postSmoothTimer ; 1750.5 ; 20.8393 ; commTimer ; 1490.38 ; 1.56882 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.731 ; 2.92537 ; setSolutionTimer ; 6.51792 ; 0.0775942 ; cycleWatch ; 5287.37 ; 377.669 ; setupWatch ; 45.3601 ; 45.3601 ; restrictionTimer ; 306.597 ; 3.64996 ; preSmoothTimer ; 1750.15 ; 20.8351 ; upResidualTimer ; 637.298 ; 7.58688 ; postSmoothTimer ; 1761.71 ; 20.9728 ; commTimer ; 1517.42 ; 1.59729 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.51 ; 2.92274 ; setSolutionTimer ; 6.62089 ; 0.0788202 ; cycleWatch ; 5299.29 ; 378.521 ; setupWatch ; 43.2956 ; 43.2956 ; restrictionTimer ; 307.549 ; 3.6613 ; preSmoothTimer ; 1749.54 ; 20.8279 ; upResidualTimer ; 637.073 ; 7.5842 ; postSmoothTimer ; 1766.37 ; 21.0282 ; commTimer ; 1554 ; 1.63579 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.56 ; 2.92333 ; setSolutionTimer ; 6.47213 ; 0.0770492 ; cycleWatch ; 5297.78 ; 378.413 ; setupWatch ; 40.3918 ; 40.3918 ; restrictionTimer ; 310.847 ; 3.70055 ; preSmoothTimer ; 1745.81 ; 20.7835 ; upResidualTimer ; 637.448 ; 7.58867 ; postSmoothTimer ; 1763.54 ; 20.9946 ; commTimer ; 1568.67 ; 1.65124 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.49 ; 2.9225 ; setSolutionTimer ; 6.53392 ; 0.0777847 ; cycleWatch ; 5294.89 ; 378.207 ; setupWatch ; 45.3457 ; 45.3457 ; restrictionTimer ; 305.827 ; 3.6408 ; preSmoothTimer ; 1743.14 ; 20.7516 ; upResidualTimer ; 644.975 ; 7.67827 ; postSmoothTimer ; 1760.06 ; 20.9531 ; commTimer ; 1528.49 ; 1.60894 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.987 ; 2.92842 ; setSolutionTimer ; 6.82883 ; 0.0812957 ; cycleWatch ; 5281.43 ; 377.245 ; setupWatch ; 43.2866 ; 43.2866 ; restrictionTimer ; 308.556 ; 3.67329 ; preSmoothTimer ; 1740.59 ; 20.7214 ; upResidualTimer ; 644.232 ; 7.66942 ; postSmoothTimer ; 1752.31 ; 20.8608 ; commTimer ; 1509.57 ; 1.58902 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 239.71 ; 2.85369 ; setSolutionTimer ; 7.67898 ; 0.0914165 ; cycleWatch ; 5270.88 ; 376.491 ; setupWatch ; 44.8195 ; 44.8195 ; restrictionTimer ; 304.431 ; 3.62417 ; preSmoothTimer ; 1744.63 ; 20.7694 ; upResidualTimer ; 643.161 ; 7.65668 ; postSmoothTimer ; 1747.88 ; 20.8081 ; commTimer ; 1529.95 ; 1.61048 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 239.487 ; 2.85103 ; setSolutionTimer ; 7.81935 ; 0.0930874 ; cycleWatch ; 5259.35 ; 375.668 ; setupWatch ; 45.3675 ; 45.3675 ; restrictionTimer ; 310.937 ; 3.70163 ; preSmoothTimer ; 1744.84 ; 20.7719 ; upResidualTimer ; 636.52 ; 7.57761 ; postSmoothTimer ; 1745.92 ; 20.7848 ; commTimer ; 1521.51 ; 1.60159 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.601 ; 2.92382 ; setSolutionTimer ; 6.70315 ; 0.0797993 ; cycleWatch ; 5273.48 ; 376.677 ; setupWatch ; 43.2211 ; 43.2211 ; restrictionTimer ; 307.355 ; 3.65899 ; preSmoothTimer ; 1747.28 ; 20.801 ; upResidualTimer ; 639.089 ; 7.60821 ; postSmoothTimer ; 1750.36 ; 20.8376 ; commTimer ; 1496.34 ; 1.57509 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.711 ; 2.92513 ; setSolutionTimer ; 6.54307 ; 0.0778937 ; cycleWatch ; 5288.01 ; 377.715 ; setupWatch ; 44.7764 ; 44.7764 ; restrictionTimer ; 305.918 ; 3.64188 ; preSmoothTimer ; 1750.03 ; 20.8337 ; upResidualTimer ; 638.089 ; 7.5963 ; postSmoothTimer ; 1761.84 ; 20.9742 ; commTimer ; 1518.07 ; 1.59797 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
correctionTimer ; 245.414 ; 2.9216 ; setSolutionTimer ; 6.57494 ; 0.0782731 ; cycleWatch ; 5299.92 ; 378.566 ; setupWatch ; 40.8867 ; 40.8867 ; restrictionTimer ; 307.998 ; 3.66665 ; preSmoothTimer ; 1749.21 ; 20.824 ; upResidualTimer ; 636.938 ; 7.5826 ; postSmoothTimer ; 1766.36 ; 21.028 ; commTimer ; 1559.96 ; 1.64207 ; timeToSolveWatch ; 5452.19 ; 5452.19 ;
