predicted;measured
360,2976013071896;359,218
138,4388227124183;139,344
239,47349673202606;238,942
173,79160539215684;173,514
417,84583006535956;416,829
139,2884109477124;139,437
167,949114379085;166,661
175,49489215686273;175,453
286,0267671568627;285,219
338,666202614379;338,395
1108,6923733660128;1104,4
2463,6463071895423;2465,14
234,76914624183001;233,686
2470,186123366014;2469,61
232,22038153594764;231,69
263,63414379084963;263,11
1786,4127777777776;1787,08
313,5783660130719;313,25
491,8311895424837;492,759
315,3031895424837;315,293
493,55601307189545;493,759
145,73281495098036;146,709
214,67532026143783;214,959
376,8778594771243;376,741
115,41822712418302;110,421
209,6541241830065;210,115
143,30968790849673;137,005
147,84922671568626;148,221
313,8680261437908;314,243
257,9679767156863;258,533
768,3189358660128;766,649
2123,7597446895425;2122,78
210,89896241830064;210,582
241,86739379084975;241,138
258,4318884803921;260,136
2129,8126858660135;2132,19
3483,3059946895423;3478,32
537,6880130718955;537,286
192,1732614379085;193,01
202,70203921568626;202,524
1446,2827777777775;1443,09
268,583954248366;267,393
446,8367777777778;445,323
1796,9528145424852;1800,58
270,3087777777778;270,212
448,56160130718956;449,987
185,91569035947714;186,856
118,67026143790848;111,783
120,20356127450981;120,324
229,90918627450978;229,038
289,06984967320255;289,353
1783,8731821895426;1784,78
187,0287785947712;187,258
217,2279673202615;217,579
254,51841094771245;254,868
417,6481168300655;416,101
167,50208496732026;168,637
174,8498112745098;175,101
417,6967933006538;417,197
1106,1527777777776;1102,71
223,5895424836601;224,217
401,8423660130719;399,515
403,5671895424837;403,351
373,06998447712414;372,552
162,17725653594772;162,318
312,79539583333326;311,805
374,72434477124176;373,557
257,13099183006534;256,964
213,72381535947713;213,048
4156,052428513071;4155,0
376,50677124183017;376,219
142,830908496732;143,21
146,99758333333332;146,674
376,90219771241846;378,01
356,847954248366;357,433
2126,5427777777777;2127,82
358,5727777777778;359,615
536,8256013071896;539,357
267,7215424836601;267,551
232,5429697712418;233,592
284,32348039215685;282,787
333,23624918300635;333,623
326,96970506535945;326,242
233,39255800653592;233,692
172,92921977124183;173,812
3816,652741013071;3812,89
335,36542565359474;337,134
118,15973202614374;118,913
119,14535539215686;120,012
336,1076021241831;335,718
499,9308080065361;498,192
311,85354248366014;315,402
216,84443790849676;217,636
3140,392961601307;3141,32
2137,813127042485;2140,35
295,014933006536;295,698
208,9362859477124;208,641
303,36302124183;303,602
369,73922671568624;369,355
3477,2530535130713;3474,53
294,2240800653594;293,862
295,31300653594775;295,345
458,7894624183008;457,298
256,5744477124183;257,116
290,090908496732;290,211
313,6470392156863;314,128
2800,749836601307;2805,08
254,56708741830076;255,081
279,75633741830063;279,605
341,2673112745098;339,52
3137,8533660130715;3143,16
280,86942565359476;279,83
253,0827344771241;253,903
166,41752614379078;166,679
232,31580065359475;231,515
172,32027450980388;173,409
282,8521495098039;282,324
582,1648227124184;578,911
232,90188888888886;234,27
265,35623202614374;265,97
363,4643790849673;363,71
285,3816862745098;285,078
397,56606127450976;396,15
2461,1067116013073;2464,05
266,18679084967323;266,699
214,11924183006545;214,449
3819,6792116013066;3817,85
581,8200130718955;582,615
256,14965359477117;256,732
2133,5694689542493;2133,63
492,6936013071896;493,089
208,77499183006535;208,475
254,1736715686274;253,607
540,6767271241831;538,862
114,99343300653595;116,237
209,22933006535945;210,01
