correctionTimer ; 151.436 ; 2.80436 ; setSolutionTimer ; 12.0947 ; 0.223976 ; cycleWatch ; 18111.9 ; 2012.43 ; setupWatch ; 101.289 ; 101.289 ; restrictionTimer ; 1008.34 ; 18.6729 ; preSmoothTimer ; 4753.84 ; 88.034 ; upResidualTimer ; 1622.98 ; 30.0552 ; postSmoothTimer ; 4815.79 ; 89.1814 ; commTimer ; 14386.3 ; 22.3389 ; timeToSolveWatch ; 18331.6 ; 18331.6 ;
correctionTimer ; 152.357 ; 2.82142 ; setSolutionTimer ; 11.629 ; 0.215352 ; cycleWatch ; 18125.6 ; 2013.96 ; setupWatch ; 99.266 ; 99.266 ; restrictionTimer ; 970.437 ; 17.9711 ; preSmoothTimer ; 4793.36 ; 88.766 ; upResidualTimer ; 1648.92 ; 30.5355 ; postSmoothTimer ; 4831.42 ; 89.4707 ; commTimer ; 14568.7 ; 22.6222 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 150.884 ; 2.79415 ; setSolutionTimer ; 10.1462 ; 0.187893 ; cycleWatch ; 18120 ; 2013.33 ; setupWatch ; 95.1487 ; 95.1487 ; restrictionTimer ; 962.93 ; 17.832 ; preSmoothTimer ; 4807.96 ; 89.0363 ; upResidualTimer ; 1640.01 ; 30.3705 ; postSmoothTimer ; 4825.7 ; 89.3648 ; commTimer ; 14633.1 ; 22.7221 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 152.017 ; 2.81514 ; setSolutionTimer ; 11.5332 ; 0.213577 ; cycleWatch ; 18094.2 ; 2010.47 ; setupWatch ; 96.1645 ; 96.1645 ; restrictionTimer ; 992.587 ; 18.3812 ; preSmoothTimer ; 4797.56 ; 88.8437 ; upResidualTimer ; 1623.75 ; 30.0694 ; postSmoothTimer ; 4803.59 ; 88.9555 ; commTimer ; 14495 ; 22.5078 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 155.073 ; 2.87172 ; setSolutionTimer ; 14.1234 ; 0.261544 ; cycleWatch ; 18140.1 ; 2015.56 ; setupWatch ; 97.8316 ; 97.8316 ; restrictionTimer ; 1017.29 ; 18.8388 ; preSmoothTimer ; 4752.18 ; 88.0033 ; upResidualTimer ; 1653.86 ; 30.627 ; postSmoothTimer ; 4851.27 ; 89.8384 ; commTimer ; 14801.4 ; 22.9835 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 154.622 ; 2.86337 ; setSolutionTimer ; 11.7113 ; 0.216876 ; cycleWatch ; 18151.8 ; 2016.86 ; setupWatch ; 101.037 ; 101.037 ; restrictionTimer ; 961.281 ; 17.8015 ; preSmoothTimer ; 4815.2 ; 89.1703 ; upResidualTimer ; 1670.91 ; 30.9428 ; postSmoothTimer ; 4860.76 ; 90.0141 ; commTimer ; 14976.3 ; 23.2552 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 154.529 ; 2.86165 ; setSolutionTimer ; 11.6485 ; 0.215712 ; cycleWatch ; 18153.1 ; 2017.02 ; setupWatch ; 99.8087 ; 99.8087 ; restrictionTimer ; 943.133 ; 17.4654 ; preSmoothTimer ; 4866.63 ; 90.1227 ; upResidualTimer ; 1639.1 ; 30.3538 ; postSmoothTimer ; 4840.78 ; 89.6441 ; commTimer ; 15011.3 ; 23.3095 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 154.574 ; 2.86248 ; setSolutionTimer ; 12.7318 ; 0.235775 ; cycleWatch ; 18119.5 ; 2013.27 ; setupWatch ; 99.2946 ; 99.2946 ; restrictionTimer ; 967.356 ; 17.914 ; preSmoothTimer ; 4800.04 ; 88.8896 ; upResidualTimer ; 1683.02 ; 31.1671 ; postSmoothTimer ; 4821.52 ; 89.2874 ; commTimer ; 14890.7 ; 23.1223 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 154.827 ; 2.86716 ; setSolutionTimer ; 11.579 ; 0.214427 ; cycleWatch ; 18144.7 ; 2016.08 ; setupWatch ; 99.9851 ; 99.9851 ; restrictionTimer ; 993.67 ; 18.4013 ; preSmoothTimer ; 4786.55 ; 88.6399 ; upResidualTimer ; 1672.95 ; 30.9806 ; postSmoothTimer ; 4845.75 ; 89.7361 ; commTimer ; 14868.6 ; 23.0878 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 155.413 ; 2.87803 ; setSolutionTimer ; 10.8505 ; 0.200934 ; cycleWatch ; 18157 ; 2017.45 ; setupWatch ; 95.5654 ; 95.5654 ; restrictionTimer ; 952.809 ; 17.6446 ; preSmoothTimer ; 4854.35 ; 89.8954 ; upResidualTimer ; 1660.63 ; 30.7525 ; postSmoothTimer ; 4869.71 ; 90.1798 ; commTimer ; 14999.9 ; 23.2918 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 154.206 ; 2.85568 ; setSolutionTimer ; 12.9285 ; 0.239416 ; cycleWatch ; 18150 ; 2016.67 ; setupWatch ; 97.8698 ; 97.8698 ; restrictionTimer ; 913.96 ; 16.9252 ; preSmoothTimer ; 4902.76 ; 90.7918 ; upResidualTimer ; 1650.48 ; 30.5644 ; postSmoothTimer ; 4850.55 ; 89.8251 ; commTimer ; 15058.5 ; 23.3827 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
correctionTimer ; 154.874 ; 2.86804 ; setSolutionTimer ; 11.4772 ; 0.212541 ; cycleWatch ; 18129.9 ; 2014.44 ; setupWatch ; 100.172 ; 100.172 ; restrictionTimer ; 959.311 ; 17.765 ; preSmoothTimer ; 4887.84 ; 90.5156 ; upResidualTimer ; 1611.11 ; 29.8353 ; postSmoothTimer ; 4836.72 ; 89.5689 ; commTimer ; 14955.2 ; 23.2224 ; timeToSolveWatch ; 18331.2 ; 18331.2 ;
