correctionTimer ; 137.779 ; 2.55147 ; setSolutionTimer ; 3.69853 ; 0.0684914 ; cycleWatch ; 3279.64 ; 364.404 ; setupWatch ; 89.3433 ; 89.3433 ; restrictionTimer ; 198.827 ; 3.68198 ; preSmoothTimer ; 1046.75 ; 19.3842 ; upResidualTimer ; 371.908 ; 6.88719 ; postSmoothTimer ; 1028.1 ; 19.0389 ; commTimer ; 1686.64 ; 2.619 ; timeToSolveWatch ; 3426.06 ; 3426.06 ;
correctionTimer ; 144.669 ; 2.67906 ; setSolutionTimer ; 4.06833 ; 0.0753395 ; cycleWatch ; 3288.75 ; 365.417 ; setupWatch ; 89.5644 ; 89.5644 ; restrictionTimer ; 194.891 ; 3.60909 ; preSmoothTimer ; 1058.16 ; 19.5956 ; upResidualTimer ; 369.359 ; 6.83999 ; postSmoothTimer ; 1029.85 ; 19.0713 ; commTimer ; 1676.54 ; 2.60332 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.588 ; 2.67755 ; setSolutionTimer ; 4.33844 ; 0.0803415 ; cycleWatch ; 3291.6 ; 365.733 ; setupWatch ; 88.3596 ; 88.3596 ; restrictionTimer ; 199.453 ; 3.69357 ; preSmoothTimer ; 1054.22 ; 19.5226 ; upResidualTimer ; 368.709 ; 6.82794 ; postSmoothTimer ; 1032.81 ; 19.1262 ; commTimer ; 1682.09 ; 2.61195 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.671 ; 2.67909 ; setSolutionTimer ; 4.29583 ; 0.0795524 ; cycleWatch ; 3294.18 ; 366.02 ; setupWatch ; 88.4268 ; 88.4268 ; restrictionTimer ; 197.581 ; 3.6589 ; preSmoothTimer ; 1053.88 ; 19.5162 ; upResidualTimer ; 371.222 ; 6.87448 ; postSmoothTimer ; 1035.35 ; 19.1732 ; commTimer ; 1685.37 ; 2.61703 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.663 ; 2.67895 ; setSolutionTimer ; 4.3199 ; 0.0799982 ; cycleWatch ; 3297.34 ; 366.371 ; setupWatch ; 89.436 ; 89.436 ; restrictionTimer ; 198.014 ; 3.66692 ; preSmoothTimer ; 1055.22 ; 19.5412 ; upResidualTimer ; 369.2 ; 6.83703 ; postSmoothTimer ; 1035.81 ; 19.1817 ; commTimer ; 1683.45 ; 2.61405 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.711 ; 2.67983 ; setSolutionTimer ; 4.46172 ; 0.0826244 ; cycleWatch ; 3297.16 ; 366.351 ; setupWatch ; 89.0845 ; 89.0845 ; restrictionTimer ; 198.428 ; 3.67458 ; preSmoothTimer ; 1054.74 ; 19.5323 ; upResidualTimer ; 369.283 ; 6.83857 ; postSmoothTimer ; 1038.9 ; 19.2389 ; commTimer ; 1683.08 ; 2.61348 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.619 ; 2.67813 ; setSolutionTimer ; 4.29559 ; 0.079548 ; cycleWatch ; 3297.11 ; 366.345 ; setupWatch ; 89.5857 ; 89.5857 ; restrictionTimer ; 198.688 ; 3.6794 ; preSmoothTimer ; 1051.26 ; 19.4678 ; upResidualTimer ; 372.363 ; 6.89562 ; postSmoothTimer ; 1039.71 ; 19.2539 ; commTimer ; 1676.5 ; 2.60326 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.633 ; 2.67839 ; setSolutionTimer ; 4.23374 ; 0.0784026 ; cycleWatch ; 3296.14 ; 366.238 ; setupWatch ; 88.954 ; 88.954 ; restrictionTimer ; 195.155 ; 3.61397 ; preSmoothTimer ; 1054.76 ; 19.5326 ; upResidualTimer ; 372.725 ; 6.90232 ; postSmoothTimer ; 1036.69 ; 19.1979 ; commTimer ; 1684.31 ; 2.61539 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.684 ; 2.67933 ; setSolutionTimer ; 4.4531 ; 0.0824647 ; cycleWatch ; 3294.4 ; 366.045 ; setupWatch ; 88.4891 ; 88.4891 ; restrictionTimer ; 197.684 ; 3.66082 ; preSmoothTimer ; 1053.59 ; 19.5109 ; upResidualTimer ; 371.023 ; 6.87079 ; postSmoothTimer ; 1035.84 ; 19.1822 ; commTimer ; 1676.26 ; 2.60289 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.598 ; 2.67774 ; setSolutionTimer ; 4.23297 ; 0.0783884 ; cycleWatch ; 3295.5 ; 366.167 ; setupWatch ; 88.5855 ; 88.5855 ; restrictionTimer ; 200.527 ; 3.71346 ; preSmoothTimer ; 1050.78 ; 19.4588 ; upResidualTimer ; 371.388 ; 6.87755 ; postSmoothTimer ; 1036.91 ; 19.202 ; commTimer ; 1674.01 ; 2.59939 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
correctionTimer ; 144.691 ; 2.67946 ; setSolutionTimer ; 4.31357 ; 0.079881 ; cycleWatch ; 3297.49 ; 366.388 ; setupWatch ; 89.2894 ; 89.2894 ; restrictionTimer ; 199.871 ; 3.70131 ; preSmoothTimer ; 1051.71 ; 19.4762 ; upResidualTimer ; 370.838 ; 6.86737 ; postSmoothTimer ; 1034.85 ; 19.1638 ; commTimer ; 1676.5 ; 2.60326 ; timeToSolveWatch ; 3425.68 ; 3425.68 ;
