correctionTimer ; 125.072 ; 2.60568 ; setSolutionTimer ; 5.56452 ; 0.115927 ; cycleWatch ; 8786.14 ; 1098.27 ; setupWatch ; 93.6108 ; 93.6108 ; restrictionTimer ; 344.112 ; 7.16899 ; preSmoothTimer ; 3328.69 ; 69.3476 ; upResidualTimer ; 569.602 ; 11.8667 ; postSmoothTimer ; 3300.38 ; 68.7578 ; commTimer ; 6176.2 ; 7.40552 ; timeToSolveWatch ; 8959.93 ; 8959.93 ;
correctionTimer ; 131.054 ; 2.73029 ; setSolutionTimer ; 6.19196 ; 0.128999 ; cycleWatch ; 8827.36 ; 1103.42 ; setupWatch ; 93.606 ; 93.606 ; restrictionTimer ; 331.574 ; 6.90779 ; preSmoothTimer ; 3342.44 ; 69.6342 ; upResidualTimer ; 575.043 ; 11.9801 ; postSmoothTimer ; 3328.74 ; 69.3487 ; commTimer ; 6282.97 ; 7.53353 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.146 ; 2.73221 ; setSolutionTimer ; 6.58062 ; 0.137096 ; cycleWatch ; 8844.37 ; 1105.55 ; setupWatch ; 94.3748 ; 94.3748 ; restrictionTimer ; 325.59 ; 6.78312 ; preSmoothTimer ; 3356.24 ; 69.9216 ; upResidualTimer ; 576.884 ; 12.0184 ; postSmoothTimer ; 3338.98 ; 69.5621 ; commTimer ; 6210.16 ; 7.44623 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.301 ; 2.73544 ; setSolutionTimer ; 6.7244 ; 0.140092 ; cycleWatch ; 8842.27 ; 1105.28 ; setupWatch ; 95.4339 ; 95.4339 ; restrictionTimer ; 322.732 ; 6.72357 ; preSmoothTimer ; 3356.27 ; 69.9223 ; upResidualTimer ; 579.561 ; 12.0742 ; postSmoothTimer ; 3333.53 ; 69.4485 ; commTimer ; 6180.99 ; 7.41126 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.105 ; 2.73136 ; setSolutionTimer ; 5.92582 ; 0.123455 ; cycleWatch ; 8828.25 ; 1103.53 ; setupWatch ; 91.1281 ; 91.1281 ; restrictionTimer ; 327.604 ; 6.82509 ; preSmoothTimer ; 3355.28 ; 69.9017 ; upResidualTimer ; 574.973 ; 11.9786 ; postSmoothTimer ; 3322.58 ; 69.2205 ; commTimer ; 6206.16 ; 7.44143 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 130.976 ; 2.72867 ; setSolutionTimer ; 6.90249 ; 0.143802 ; cycleWatch ; 8826.71 ; 1103.34 ; setupWatch ; 93.5615 ; 93.5615 ; restrictionTimer ; 322.186 ; 6.71221 ; preSmoothTimer ; 3354.75 ; 69.8907 ; upResidualTimer ; 579.29 ; 12.0685 ; postSmoothTimer ; 3321.54 ; 69.1988 ; commTimer ; 6196.16 ; 7.42945 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.059 ; 2.73039 ; setSolutionTimer ; 6.37705 ; 0.132855 ; cycleWatch ; 8824.64 ; 1103.08 ; setupWatch ; 94.5458 ; 94.5458 ; restrictionTimer ; 323.117 ; 6.73161 ; preSmoothTimer ; 3349.79 ; 69.7872 ; upResidualTimer ; 582.018 ; 12.1254 ; postSmoothTimer ; 3323.43 ; 69.2381 ; commTimer ; 6208.55 ; 7.44431 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.221 ; 2.73378 ; setSolutionTimer ; 6.27591 ; 0.130748 ; cycleWatch ; 8824.3 ; 1103.04 ; setupWatch ; 94.637 ; 94.637 ; restrictionTimer ; 325.333 ; 6.77777 ; preSmoothTimer ; 3349.07 ; 69.7724 ; upResidualTimer ; 581.171 ; 12.1077 ; postSmoothTimer ; 3317.35 ; 69.1114 ; commTimer ; 6189.14 ; 7.42103 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.301 ; 2.73545 ; setSolutionTimer ; 6.23256 ; 0.129845 ; cycleWatch ; 8824.88 ; 1103.11 ; setupWatch ; 93.4098 ; 93.4098 ; restrictionTimer ; 323.941 ; 6.74878 ; preSmoothTimer ; 3351.76 ; 69.8284 ; upResidualTimer ; 579.271 ; 12.0682 ; postSmoothTimer ; 3319.01 ; 69.1461 ; commTimer ; 6195 ; 7.42806 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.076 ; 2.73075 ; setSolutionTimer ; 6.56642 ; 0.1368 ; cycleWatch ; 8832.25 ; 1104.03 ; setupWatch ; 93.3835 ; 93.3835 ; restrictionTimer ; 333.133 ; 6.94028 ; preSmoothTimer ; 3339.8 ; 69.5793 ; upResidualTimer ; 581.262 ; 12.1096 ; postSmoothTimer ; 3331.17 ; 69.3995 ; commTimer ; 6216.56 ; 7.45391 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.17 ; 2.73272 ; setSolutionTimer ; 6.64065 ; 0.138347 ; cycleWatch ; 8822.58 ; 1102.82 ; setupWatch ; 91.7244 ; 91.7244 ; restrictionTimer ; 328.435 ; 6.84239 ; preSmoothTimer ; 3348.91 ; 69.7689 ; upResidualTimer ; 574.746 ; 11.9739 ; postSmoothTimer ; 3322.51 ; 69.219 ; commTimer ; 6224.19 ; 7.46306 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.113 ; 2.73151 ; setSolutionTimer ; 6.48077 ; 0.135016 ; cycleWatch ; 8809.1 ; 1101.14 ; setupWatch ; 92.6803 ; 92.6803 ; restrictionTimer ; 317.365 ; 6.61178 ; preSmoothTimer ; 3364.53 ; 70.0944 ; upResidualTimer ; 570.415 ; 11.8836 ; postSmoothTimer ; 3311.52 ; 68.99 ; commTimer ; 6184.7 ; 7.41571 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.042 ; 2.73004 ; setSolutionTimer ; 6.69884 ; 0.139559 ; cycleWatch ; 8804.54 ; 1100.57 ; setupWatch ; 92.971 ; 92.971 ; restrictionTimer ; 312.658 ; 6.51371 ; preSmoothTimer ; 3362.08 ; 70.0432 ; upResidualTimer ; 576.716 ; 12.0149 ; postSmoothTimer ; 3306.19 ; 68.8789 ; commTimer ; 6158.81 ; 7.38466 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.27 ; 2.7348 ; setSolutionTimer ; 5.90216 ; 0.122962 ; cycleWatch ; 8810.36 ; 1101.3 ; setupWatch ; 94.319 ; 94.319 ; restrictionTimer ; 321.965 ; 6.70761 ; preSmoothTimer ; 3352.76 ; 69.8491 ; upResidualTimer ; 576.754 ; 12.0157 ; postSmoothTimer ; 3311.91 ; 68.9982 ; commTimer ; 6186.97 ; 7.41842 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.142 ; 2.73213 ; setSolutionTimer ; 6.16463 ; 0.12843 ; cycleWatch ; 8794.49 ; 1099.31 ; setupWatch ; 93.4512 ; 93.4512 ; restrictionTimer ; 327.425 ; 6.82135 ; preSmoothTimer ; 3352.3 ; 69.8395 ; upResidualTimer ; 568.82 ; 11.8504 ; postSmoothTimer ; 3300.1 ; 68.7522 ; commTimer ; 6211.61 ; 7.44798 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 125.691 ; 2.61857 ; setSolutionTimer ; 5.75892 ; 0.119978 ; cycleWatch ; 8779.19 ; 1097.4 ; setupWatch ; 93.4461 ; 93.4461 ; restrictionTimer ; 313.784 ; 6.53716 ; preSmoothTimer ; 3368.44 ; 70.1759 ; upResidualTimer ; 566.815 ; 11.8086 ; postSmoothTimer ; 3284.51 ; 68.4272 ; commTimer ; 6178.61 ; 7.4084 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 125.011 ; 2.6044 ; setSolutionTimer ; 5.7679 ; 0.120165 ; cycleWatch ; 8794.45 ; 1099.31 ; setupWatch ; 90.4137 ; 90.4137 ; restrictionTimer ; 350.276 ; 7.29741 ; preSmoothTimer ; 3334.61 ; 69.4711 ; upResidualTimer ; 566.381 ; 11.7996 ; postSmoothTimer ; 3305.83 ; 68.8715 ; commTimer ; 6240.57 ; 7.4827 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.202 ; 2.73338 ; setSolutionTimer ; 6.07776 ; 0.12662 ; cycleWatch ; 8833.2 ; 1104.15 ; setupWatch ; 94.4326 ; 94.4326 ; restrictionTimer ; 334.193 ; 6.96235 ; preSmoothTimer ; 3343.43 ; 69.6549 ; upResidualTimer ; 576.642 ; 12.0134 ; postSmoothTimer ; 3333.06 ; 69.4387 ; commTimer ; 6331.03 ; 7.59116 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.442 ; 2.73838 ; setSolutionTimer ; 6.16955 ; 0.128532 ; cycleWatch ; 8846.93 ; 1105.87 ; setupWatch ; 88.7776 ; 88.7776 ; restrictionTimer ; 327.413 ; 6.8211 ; preSmoothTimer ; 3356.93 ; 69.9361 ; upResidualTimer ; 579.612 ; 12.0753 ; postSmoothTimer ; 3341.47 ; 69.614 ; commTimer ; 6282.47 ; 7.53294 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.212 ; 2.73357 ; setSolutionTimer ; 6.43154 ; 0.13399 ; cycleWatch ; 8843.5 ; 1105.44 ; setupWatch ; 92.7407 ; 92.7407 ; restrictionTimer ; 328.417 ; 6.84201 ; preSmoothTimer ; 3357.17 ; 69.9411 ; upResidualTimer ; 578.17 ; 12.0452 ; postSmoothTimer ; 3336.32 ; 69.5066 ; commTimer ; 6253.53 ; 7.49824 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.45 ; 2.73855 ; setSolutionTimer ; 6.18869 ; 0.128931 ; cycleWatch ; 8830.83 ; 1103.85 ; setupWatch ; 95.807 ; 95.807 ; restrictionTimer ; 328.095 ; 6.83532 ; preSmoothTimer ; 3359.47 ; 69.989 ; upResidualTimer ; 574.528 ; 11.9693 ; postSmoothTimer ; 3327.22 ; 69.3171 ; commTimer ; 6268.53 ; 7.51623 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.115 ; 2.73157 ; setSolutionTimer ; 6.21417 ; 0.129462 ; cycleWatch ; 8828.11 ; 1103.51 ; setupWatch ; 95.8053 ; 95.8053 ; restrictionTimer ; 324.56 ; 6.76168 ; preSmoothTimer ; 3360.18 ; 70.0038 ; upResidualTimer ; 577.12 ; 12.0233 ; postSmoothTimer ; 3328.56 ; 69.3449 ; commTimer ; 6262.92 ; 7.50949 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.172 ; 2.73276 ; setSolutionTimer ; 6.32324 ; 0.131734 ; cycleWatch ; 8829.52 ; 1103.69 ; setupWatch ; 89.8304 ; 89.8304 ; restrictionTimer ; 325.925 ; 6.7901 ; preSmoothTimer ; 3355.14 ; 69.8987 ; upResidualTimer ; 578.841 ; 12.0592 ; postSmoothTimer ; 3330.16 ; 69.3784 ; commTimer ; 6274.44 ; 7.52331 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.043 ; 2.73006 ; setSolutionTimer ; 6.33065 ; 0.131889 ; cycleWatch ; 8826.19 ; 1103.27 ; setupWatch ; 95.0857 ; 95.0857 ; restrictionTimer ; 328.155 ; 6.83655 ; preSmoothTimer ; 3354.63 ; 69.8882 ; upResidualTimer ; 577.502 ; 12.0313 ; postSmoothTimer ; 3327.08 ; 69.3141 ; commTimer ; 6253.71 ; 7.49845 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.405 ; 2.73761 ; setSolutionTimer ; 6.30574 ; 0.13137 ; cycleWatch ; 8827.77 ; 1103.47 ; setupWatch ; 92.9095 ; 92.9095 ; restrictionTimer ; 325.229 ; 6.77561 ; preSmoothTimer ; 3356.83 ; 69.9339 ; upResidualTimer ; 577.776 ; 12.037 ; postSmoothTimer ; 3328.93 ; 69.3526 ; commTimer ; 6250.86 ; 7.49504 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.069 ; 2.73061 ; setSolutionTimer ; 6.20073 ; 0.129182 ; cycleWatch ; 8835.8 ; 1104.47 ; setupWatch ; 92.9581 ; 92.9581 ; restrictionTimer ; 333.541 ; 6.94878 ; preSmoothTimer ; 3349.29 ; 69.7769 ; upResidualTimer ; 576.611 ; 12.0127 ; postSmoothTimer ; 3335.99 ; 69.4998 ; commTimer ; 6260.78 ; 7.50693 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.339 ; 2.73623 ; setSolutionTimer ; 6.06486 ; 0.126351 ; cycleWatch ; 8826.96 ; 1103.37 ; setupWatch ; 96.2422 ; 96.2422 ; restrictionTimer ; 330.886 ; 6.89346 ; preSmoothTimer ; 3351.2 ; 69.8168 ; upResidualTimer ; 575.532 ; 11.9902 ; postSmoothTimer ; 3326.15 ; 69.2947 ; commTimer ; 6271.42 ; 7.51969 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.18 ; 2.73291 ; setSolutionTimer ; 6.28754 ; 0.13099 ; cycleWatch ; 8810.62 ; 1101.33 ; setupWatch ; 96.2627 ; 96.2627 ; restrictionTimer ; 319.835 ; 6.66323 ; preSmoothTimer ; 3370.91 ; 70.2273 ; upResidualTimer ; 566.72 ; 11.8067 ; postSmoothTimer ; 3314.62 ; 69.0546 ; commTimer ; 6247.63 ; 7.49116 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.103 ; 2.73132 ; setSolutionTimer ; 6.13992 ; 0.127915 ; cycleWatch ; 8807.43 ; 1100.93 ; setupWatch ; 94.4631 ; 94.4631 ; restrictionTimer ; 318.473 ; 6.63484 ; preSmoothTimer ; 3365.43 ; 70.1132 ; upResidualTimer ; 572.847 ; 11.9343 ; postSmoothTimer ; 3309.43 ; 68.9464 ; commTimer ; 6223.94 ; 7.46276 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.207 ; 2.73348 ; setSolutionTimer ; 6.19809 ; 0.129127 ; cycleWatch ; 8814.24 ; 1101.78 ; setupWatch ; 95.122 ; 95.122 ; restrictionTimer ; 325.761 ; 6.78669 ; preSmoothTimer ; 3354.01 ; 69.8751 ; upResidualTimer ; 576.346 ; 12.0072 ; postSmoothTimer ; 3316.47 ; 69.093 ; commTimer ; 6251.24 ; 7.49549 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.102 ; 2.73129 ; setSolutionTimer ; 6.07934 ; 0.126653 ; cycleWatch ; 8800.72 ; 1100.09 ; setupWatch ; 94.6526 ; 94.6526 ; restrictionTimer ; 327.588 ; 6.82476 ; preSmoothTimer ; 3355.56 ; 69.9076 ; upResidualTimer ; 570.308 ; 11.8814 ; postSmoothTimer ; 3306.31 ; 68.8814 ; commTimer ; 6257.13 ; 7.50256 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 125.598 ; 2.61664 ; setSolutionTimer ; 5.78941 ; 0.120613 ; cycleWatch ; 8783.72 ; 1097.97 ; setupWatch ; 94.6504 ; 94.6504 ; restrictionTimer ; 313.704 ; 6.5355 ; preSmoothTimer ; 3373.35 ; 70.278 ; upResidualTimer ; 566.71 ; 11.8065 ; postSmoothTimer ; 3289.72 ; 68.5359 ; commTimer ; 6227.95 ; 7.46756 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 124.955 ; 2.60323 ; setSolutionTimer ; 5.7463 ; 0.119715 ; cycleWatch ; 8796.42 ; 1099.55 ; setupWatch ; 95.0533 ; 95.0533 ; restrictionTimer ; 351.132 ; 7.31525 ; preSmoothTimer ; 3331.92 ; 69.4149 ; upResidualTimer ; 566.186 ; 11.7955 ; postSmoothTimer ; 3306.94 ; 68.8947 ; commTimer ; 6239.96 ; 7.48196 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.395 ; 2.73739 ; setSolutionTimer ; 6.10776 ; 0.127245 ; cycleWatch ; 8834.95 ; 1104.37 ; setupWatch ; 95.0533 ; 95.0533 ; restrictionTimer ; 333.166 ; 6.94095 ; preSmoothTimer ; 3342.02 ; 69.6255 ; upResidualTimer ; 577.64 ; 12.0342 ; postSmoothTimer ; 3334.8 ; 69.4749 ; commTimer ; 6335.41 ; 7.59642 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.342 ; 2.73629 ; setSolutionTimer ; 5.86483 ; 0.122184 ; cycleWatch ; 8849.05 ; 1106.13 ; setupWatch ; 94.2325 ; 94.2325 ; restrictionTimer ; 324.158 ; 6.75329 ; preSmoothTimer ; 3354.29 ; 69.8811 ; upResidualTimer ; 584.499 ; 12.1771 ; postSmoothTimer ; 3344.56 ; 69.6783 ; commTimer ; 6270.64 ; 7.51876 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.172 ; 2.73275 ; setSolutionTimer ; 6.13802 ; 0.127875 ; cycleWatch ; 8844.78 ; 1105.6 ; setupWatch ; 94.2325 ; 94.2325 ; restrictionTimer ; 329.167 ; 6.85766 ; preSmoothTimer ; 3352.72 ; 69.8483 ; upResidualTimer ; 580.686 ; 12.0976 ; postSmoothTimer ; 3340.55 ; 69.5949 ; commTimer ; 6254.51 ; 7.49942 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.087 ; 2.73097 ; setSolutionTimer ; 6.23832 ; 0.129965 ; cycleWatch ; 8830.37 ; 1103.8 ; setupWatch ; 95.0771 ; 95.0771 ; restrictionTimer ; 329.541 ; 6.86543 ; preSmoothTimer ; 3357.72 ; 69.9526 ; upResidualTimer ; 574.196 ; 11.9624 ; postSmoothTimer ; 3330.3 ; 69.3813 ; commTimer ; 6254.96 ; 7.49995 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.376 ; 2.737 ; setSolutionTimer ; 6.19775 ; 0.12912 ; cycleWatch ; 8829.15 ; 1103.64 ; setupWatch ; 95.1165 ; 95.1165 ; restrictionTimer ; 329.476 ; 6.86407 ; preSmoothTimer ; 3357.21 ; 69.9418 ; upResidualTimer ; 574.797 ; 11.9749 ; postSmoothTimer ; 3329.82 ; 69.3712 ; commTimer ; 6259.16 ; 7.50499 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.088 ; 2.731 ; setSolutionTimer ; 6.33349 ; 0.131948 ; cycleWatch ; 8831.17 ; 1103.9 ; setupWatch ; 91.2134 ; 91.2134 ; restrictionTimer ; 329.961 ; 6.87419 ; preSmoothTimer ; 3353.16 ; 69.8575 ; upResidualTimer ; 576.114 ; 12.0024 ; postSmoothTimer ; 3332.54 ; 69.4278 ; commTimer ; 6257.17 ; 7.50261 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.486 ; 2.73928 ; setSolutionTimer ; 6.2518 ; 0.130246 ; cycleWatch ; 8828.26 ; 1103.53 ; setupWatch ; 90.1343 ; 90.1343 ; restrictionTimer ; 326.923 ; 6.8109 ; preSmoothTimer ; 3356.63 ; 69.9298 ; upResidualTimer ; 575.426 ; 11.988 ; postSmoothTimer ; 3328.57 ; 69.3451 ; commTimer ; 6254.13 ; 7.49896 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.114 ; 2.73154 ; setSolutionTimer ; 6.19532 ; 0.129069 ; cycleWatch ; 8829.75 ; 1103.72 ; setupWatch ; 93.0088 ; 93.0088 ; restrictionTimer ; 324.142 ; 6.75296 ; preSmoothTimer ; 3358.38 ; 69.9663 ; upResidualTimer ; 575.747 ; 11.9947 ; postSmoothTimer ; 3330.17 ; 69.3784 ; commTimer ; 6251.91 ; 7.49629 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
correctionTimer ; 131.06 ; 2.73041 ; setSolutionTimer ; 6.14039 ; 0.127925 ; cycleWatch ; 8836.56 ; 1104.57 ; setupWatch ; 93.0678 ; 93.0678 ; restrictionTimer ; 330.626 ; 6.88803 ; preSmoothTimer ; 3348.95 ; 69.7698 ; upResidualTimer ; 578.854 ; 12.0595 ; postSmoothTimer ; 3336.75 ; 69.5156 ; commTimer ; 6276.82 ; 7.52616 ; timeToSolveWatch ; 8959.41 ; 8959.41 ;
