correctionTimer ; 236.487 ; 2.81532 ; setSolutionTimer ; 8.18989 ; 0.0974987 ; cycleWatch ; 5403.93 ; 385.995 ; setupWatch ; 43.3276 ; 43.3276 ; restrictionTimer ; 324.931 ; 3.86822 ; preSmoothTimer ; 1774.98 ; 21.1308 ; upResidualTimer ; 691.836 ; 8.23615 ; postSmoothTimer ; 1758.91 ; 20.9395 ; commTimer ; 1767.4 ; 1.86829 ; timeToSolveWatch ; 5556.61 ; 5556.61 ;
correctionTimer ; 238.233 ; 2.83611 ; setSolutionTimer ; 8.23881 ; 0.0980811 ; cycleWatch ; 5399.09 ; 385.649 ; setupWatch ; 43.3819 ; 43.3819 ; restrictionTimer ; 340.173 ; 4.04968 ; preSmoothTimer ; 1764.8 ; 21.0095 ; upResidualTimer ; 694.048 ; 8.26248 ; postSmoothTimer ; 1752.82 ; 20.8669 ; commTimer ; 1761.15 ; 1.86168 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.805 ; 2.86672 ; setSolutionTimer ; 8.17383 ; 0.0973075 ; cycleWatch ; 5430.4 ; 387.885 ; setupWatch ; 43.1287 ; 43.1287 ; restrictionTimer ; 320.527 ; 3.81579 ; preSmoothTimer ; 1786.14 ; 21.2636 ; upResidualTimer ; 692.855 ; 8.24827 ; postSmoothTimer ; 1771.85 ; 21.0935 ; commTimer ; 1729.04 ; 1.82774 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.783 ; 2.89027 ; setSolutionTimer ; 8.17251 ; 0.0972918 ; cycleWatch ; 5415.9 ; 386.85 ; setupWatch ; 43.3693 ; 43.3693 ; restrictionTimer ; 340.99 ; 4.0594 ; preSmoothTimer ; 1766.72 ; 21.0324 ; upResidualTimer ; 691.784 ; 8.23552 ; postSmoothTimer ; 1764.48 ; 21.0057 ; commTimer ; 1716.33 ; 1.8143 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.898 ; 2.86784 ; setSolutionTimer ; 8.1682 ; 0.0972405 ; cycleWatch ; 5431.97 ; 387.998 ; setupWatch ; 43.4852 ; 43.4852 ; restrictionTimer ; 319.798 ; 3.80712 ; preSmoothTimer ; 1784.63 ; 21.2455 ; upResidualTimer ; 695.304 ; 8.27743 ; postSmoothTimer ; 1771.26 ; 21.0864 ; commTimer ; 1728.01 ; 1.82665 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.868 ; 2.89129 ; setSolutionTimer ; 7.87839 ; 0.0937904 ; cycleWatch ; 5419 ; 387.072 ; setupWatch ; 43.2634 ; 43.2634 ; restrictionTimer ; 339.932 ; 4.0468 ; preSmoothTimer ; 1766.82 ; 21.0336 ; upResidualTimer ; 693.256 ; 8.25305 ; postSmoothTimer ; 1764.86 ; 21.0103 ; commTimer ; 1716.07 ; 1.81403 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.869 ; 2.86749 ; setSolutionTimer ; 8.09838 ; 0.0964093 ; cycleWatch ; 5430.47 ; 387.891 ; setupWatch ; 43.4762 ; 43.4762 ; restrictionTimer ; 319.33 ; 3.80155 ; preSmoothTimer ; 1788.76 ; 21.2948 ; upResidualTimer ; 691.928 ; 8.23724 ; postSmoothTimer ; 1770.8 ; 21.0809 ; commTimer ; 1723.03 ; 1.82138 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.798 ; 2.89045 ; setSolutionTimer ; 7.70972 ; 0.0917824 ; cycleWatch ; 5417.31 ; 386.951 ; setupWatch ; 43.2271 ; 43.2271 ; restrictionTimer ; 338.042 ; 4.02431 ; preSmoothTimer ; 1768.57 ; 21.0544 ; upResidualTimer ; 693.772 ; 8.2592 ; postSmoothTimer ; 1764.08 ; 21.0009 ; commTimer ; 1710.69 ; 1.80835 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.732 ; 2.86585 ; setSolutionTimer ; 8.08598 ; 0.0962617 ; cycleWatch ; 5430.8 ; 387.914 ; setupWatch ; 43.3047 ; 43.3047 ; restrictionTimer ; 322.485 ; 3.83911 ; preSmoothTimer ; 1787.13 ; 21.2754 ; upResidualTimer ; 690.647 ; 8.22199 ; postSmoothTimer ; 1770.06 ; 21.0722 ; commTimer ; 1726.74 ; 1.82531 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.825 ; 2.89077 ; setSolutionTimer ; 8.30499 ; 0.098869 ; cycleWatch ; 5416.82 ; 386.916 ; setupWatch ; 43.4071 ; 43.4071 ; restrictionTimer ; 339.205 ; 4.03815 ; preSmoothTimer ; 1766.91 ; 21.0347 ; upResidualTimer ; 693.886 ; 8.26055 ; postSmoothTimer ; 1764.06 ; 21.0008 ; commTimer ; 1714.4 ; 1.81226 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.852 ; 2.86729 ; setSolutionTimer ; 7.51313 ; 0.089442 ; cycleWatch ; 5434.48 ; 388.177 ; setupWatch ; 43.3845 ; 43.3845 ; restrictionTimer ; 331.301 ; 3.94406 ; preSmoothTimer ; 1779.42 ; 21.1836 ; upResidualTimer ; 690.366 ; 8.21865 ; postSmoothTimer ; 1773.7 ; 21.1155 ; commTimer ; 1730.45 ; 1.82922 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.713 ; 2.88944 ; setSolutionTimer ; 8.46683 ; 0.100796 ; cycleWatch ; 5421.57 ; 387.255 ; setupWatch ; 43.4874 ; 43.4874 ; restrictionTimer ; 337.875 ; 4.02232 ; preSmoothTimer ; 1769.48 ; 21.0652 ; upResidualTimer ; 692.706 ; 8.2465 ; postSmoothTimer ; 1765.93 ; 21.0229 ; commTimer ; 1720.43 ; 1.81863 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.813 ; 2.86683 ; setSolutionTimer ; 7.60336 ; 0.0905162 ; cycleWatch ; 5438.75 ; 388.482 ; setupWatch ; 43.27 ; 43.27 ; restrictionTimer ; 334.025 ; 3.97649 ; preSmoothTimer ; 1778.08 ; 21.1676 ; upResidualTimer ; 689.048 ; 8.20295 ; postSmoothTimer ; 1778.7 ; 21.175 ; commTimer ; 1731.02 ; 1.82984 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.708 ; 2.88938 ; setSolutionTimer ; 8.39915 ; 0.0999899 ; cycleWatch ; 5425.04 ; 387.503 ; setupWatch ; 43.2732 ; 43.2732 ; restrictionTimer ; 338.309 ; 4.02748 ; preSmoothTimer ; 1770.93 ; 21.0826 ; upResidualTimer ; 691.06 ; 8.2269 ; postSmoothTimer ; 1767.05 ; 21.0363 ; commTimer ; 1723.32 ; 1.82169 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.793 ; 2.86658 ; setSolutionTimer ; 7.98752 ; 0.0950896 ; cycleWatch ; 5438.77 ; 388.484 ; setupWatch ; 43.5299 ; 43.5299 ; restrictionTimer ; 325.873 ; 3.87944 ; preSmoothTimer ; 1781.9 ; 21.2131 ; upResidualTimer ; 693.135 ; 8.25161 ; postSmoothTimer ; 1774.25 ; 21.122 ; commTimer ; 1730.32 ; 1.82909 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 242.782 ; 2.89026 ; setSolutionTimer ; 8.1073 ; 0.0965155 ; cycleWatch ; 5423.13 ; 387.366 ; setupWatch ; 43.5228 ; 43.5228 ; restrictionTimer ; 340.46 ; 4.0531 ; preSmoothTimer ; 1765.01 ; 21.012 ; upResidualTimer ; 695.293 ; 8.2773 ; postSmoothTimer ; 1768.95 ; 21.059 ; commTimer ; 1719.13 ; 1.81726 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
correctionTimer ; 240.756 ; 2.86615 ; setSolutionTimer ; 8.05647 ; 0.0959103 ; cycleWatch ; 5433.72 ; 388.123 ; setupWatch ; 43.2371 ; 43.2371 ; restrictionTimer ; 318.798 ; 3.79522 ; preSmoothTimer ; 1785.77 ; 21.2592 ; upResidualTimer ; 696.454 ; 8.29112 ; postSmoothTimer ; 1769.77 ; 21.0687 ; commTimer ; 1725.13 ; 1.82361 ; timeToSolveWatch ; 5556.1 ; 5556.1 ;
