correctionTimer ; 213.811 ; 2.54537 ; setSolutionTimer ; 5.62933 ; 0.0670159 ; cycleWatch ; 4705.18 ; 336.084 ; setupWatch ; 114.083 ; 114.083 ; restrictionTimer ; 321.585 ; 3.82839 ; preSmoothTimer ; 1436.66 ; 17.1031 ; upResidualTimer ; 585.347 ; 6.96842 ; postSmoothTimer ; 1431.82 ; 17.0454 ; commTimer ; 2037.95 ; 2.15428 ; timeToSolveWatch ; 4959.6 ; 4959.6 ;
correctionTimer ; 223.502 ; 2.66073 ; setSolutionTimer ; 6.38992 ; 0.0760705 ; cycleWatch ; 4729.97 ; 337.855 ; setupWatch ; 114.446 ; 114.446 ; restrictionTimer ; 309.479 ; 3.68428 ; preSmoothTimer ; 1446.73 ; 17.223 ; upResidualTimer ; 593.507 ; 7.06556 ; postSmoothTimer ; 1430.54 ; 17.0302 ; commTimer ; 2035.37 ; 2.15155 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.241 ; 2.65763 ; setSolutionTimer ; 6.45609 ; 0.0768582 ; cycleWatch ; 4729.26 ; 337.804 ; setupWatch ; 113.713 ; 113.713 ; restrictionTimer ; 308.274 ; 3.66993 ; preSmoothTimer ; 1451.74 ; 17.2826 ; upResidualTimer ; 590.073 ; 7.02467 ; postSmoothTimer ; 1432.21 ; 17.0501 ; commTimer ; 2045.32 ; 2.16207 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.369 ; 2.65915 ; setSolutionTimer ; 6.2185 ; 0.0740298 ; cycleWatch ; 4728.35 ; 337.739 ; setupWatch ; 114.023 ; 114.023 ; restrictionTimer ; 303.027 ; 3.60746 ; preSmoothTimer ; 1455.83 ; 17.3314 ; upResidualTimer ; 591.356 ; 7.03995 ; postSmoothTimer ; 1427.45 ; 16.9935 ; commTimer ; 2033.75 ; 2.14984 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.409 ; 2.65963 ; setSolutionTimer ; 6.485 ; 0.0772023 ; cycleWatch ; 4728.57 ; 337.755 ; setupWatch ; 113.913 ; 113.913 ; restrictionTimer ; 308.912 ; 3.67753 ; preSmoothTimer ; 1449.92 ; 17.2609 ; upResidualTimer ; 591.451 ; 7.04109 ; postSmoothTimer ; 1423.34 ; 16.9445 ; commTimer ; 2024.52 ; 2.14009 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.284 ; 2.65815 ; setSolutionTimer ; 6.37232 ; 0.075861 ; cycleWatch ; 4727.24 ; 337.66 ; setupWatch ; 114.224 ; 114.224 ; restrictionTimer ; 309.603 ; 3.68575 ; preSmoothTimer ; 1451.72 ; 17.2823 ; upResidualTimer ; 588.986 ; 7.01174 ; postSmoothTimer ; 1428.1 ; 17.0012 ; commTimer ; 2023.23 ; 2.13872 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.398 ; 2.6595 ; setSolutionTimer ; 6.44197 ; 0.0766902 ; cycleWatch ; 4728.42 ; 337.745 ; setupWatch ; 114.362 ; 114.362 ; restrictionTimer ; 313.301 ; 3.72977 ; preSmoothTimer ; 1449.09 ; 17.2511 ; upResidualTimer ; 588.142 ; 7.0017 ; postSmoothTimer ; 1431.37 ; 17.0401 ; commTimer ; 2038 ; 2.15434 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.268 ; 2.65795 ; setSolutionTimer ; 6.75519 ; 0.0804189 ; cycleWatch ; 4733 ; 338.072 ; setupWatch ; 113.419 ; 113.419 ; restrictionTimer ; 309.884 ; 3.6891 ; preSmoothTimer ; 1448.51 ; 17.2442 ; upResidualTimer ; 591.602 ; 7.04288 ; postSmoothTimer ; 1434.08 ; 17.0724 ; commTimer ; 2034.83 ; 2.15099 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.854 ; 2.66493 ; setSolutionTimer ; 6.13882 ; 0.0730812 ; cycleWatch ; 4733.46 ; 338.105 ; setupWatch ; 114.097 ; 114.097 ; restrictionTimer ; 307.834 ; 3.66469 ; preSmoothTimer ; 1452.36 ; 17.29 ; upResidualTimer ; 590.689 ; 7.03201 ; postSmoothTimer ; 1432.14 ; 17.0493 ; commTimer ; 2037.74 ; 2.15406 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.894 ; 2.66541 ; setSolutionTimer ; 6.37655 ; 0.0759113 ; cycleWatch ; 4730.02 ; 337.859 ; setupWatch ; 114.301 ; 114.301 ; restrictionTimer ; 313.619 ; 3.73356 ; preSmoothTimer ; 1442.91 ; 17.1775 ; upResidualTimer ; 594.118 ; 7.07284 ; postSmoothTimer ; 1432.79 ; 17.0571 ; commTimer ; 2028.81 ; 2.14462 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
correctionTimer ; 223.514 ; 2.66089 ; setSolutionTimer ; 6.40405 ; 0.0762387 ; cycleWatch ; 4726.63 ; 337.617 ; setupWatch ; 114.427 ; 114.427 ; restrictionTimer ; 318.616 ; 3.79304 ; preSmoothTimer ; 1441.17 ; 17.1568 ; upResidualTimer ; 590.985 ; 7.03554 ; postSmoothTimer ; 1433.25 ; 17.0625 ; commTimer ; 2025.54 ; 2.14116 ; timeToSolveWatch ; 4959.17 ; 4959.17 ;
