correctionTimer ; 135.153 ; 2.81569 ; setSolutionTimer ; 4.77346 ; 0.099447 ; cycleWatch ; 5448.5 ; 681.062 ; setupWatch ; 32.6391 ; 32.6391 ; restrictionTimer ; 186.945 ; 3.89468 ; preSmoothTimer ; 2211.97 ; 46.0828 ; upResidualTimer ; 373.159 ; 7.77415 ; postSmoothTimer ; 2192.89 ; 45.6853 ; commTimer ; 2080.58 ; 2.4947 ; timeToSolveWatch ; 5540.23 ; 5540.23 ;
correctionTimer ; 136.188 ; 2.83724 ; setSolutionTimer ; 4.71051 ; 0.0981355 ; cycleWatch ; 5446.47 ; 680.808 ; setupWatch ; 32.6517 ; 32.6517 ; restrictionTimer ; 196.459 ; 4.0929 ; preSmoothTimer ; 2205.06 ; 45.9388 ; upResidualTimer ; 374.911 ; 7.81065 ; postSmoothTimer ; 2186.13 ; 45.5443 ; commTimer ; 2084.2 ; 2.49905 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 137.69 ; 2.86854 ; setSolutionTimer ; 4.80799 ; 0.100166 ; cycleWatch ; 5463.72 ; 682.965 ; setupWatch ; 31.9608 ; 31.9608 ; restrictionTimer ; 184.167 ; 3.8368 ; preSmoothTimer ; 2218.97 ; 46.2285 ; upResidualTimer ; 373.417 ; 7.77951 ; postSmoothTimer ; 2200.69 ; 45.8476 ; commTimer ; 2033.77 ; 2.43858 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 138.758 ; 2.8908 ; setSolutionTimer ; 4.55413 ; 0.0948776 ; cycleWatch ; 5456.7 ; 682.087 ; setupWatch ; 32.6751 ; 32.6751 ; restrictionTimer ; 195.057 ; 4.0637 ; preSmoothTimer ; 2207.19 ; 45.9832 ; upResidualTimer ; 374.582 ; 7.80379 ; postSmoothTimer ; 2193.31 ; 45.694 ; commTimer ; 2035.08 ; 2.44014 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 137.614 ; 2.86696 ; setSolutionTimer ; 4.76243 ; 0.0992173 ; cycleWatch ; 5469.27 ; 683.659 ; setupWatch ; 32.8325 ; 32.8325 ; restrictionTimer ; 182.943 ; 3.81132 ; preSmoothTimer ; 2220.35 ; 46.2573 ; upResidualTimer ; 373.223 ; 7.77548 ; postSmoothTimer ; 2207.09 ; 45.981 ; commTimer ; 1995.29 ; 2.39244 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 138.771 ; 2.89105 ; setSolutionTimer ; 4.63495 ; 0.0965616 ; cycleWatch ; 5466.79 ; 683.349 ; setupWatch ; 32.8357 ; 32.8357 ; restrictionTimer ; 189.367 ; 3.94515 ; preSmoothTimer ; 2212.01 ; 46.0836 ; upResidualTimer ; 375.279 ; 7.81831 ; postSmoothTimer ; 2203.79 ; 45.9123 ; commTimer ; 1997.26 ; 2.3948 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 137.69 ; 2.86854 ; setSolutionTimer ; 4.68299 ; 0.0975623 ; cycleWatch ; 5468.22 ; 683.527 ; setupWatch ; 32.6539 ; 32.6539 ; restrictionTimer ; 184.986 ; 3.85387 ; preSmoothTimer ; 2217.77 ; 46.2036 ; upResidualTimer ; 373.757 ; 7.7866 ; postSmoothTimer ; 2204.89 ; 45.9351 ; commTimer ; 2029.9 ; 2.43393 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 138.764 ; 2.89092 ; setSolutionTimer ; 4.49212 ; 0.0935859 ; cycleWatch ; 5461.37 ; 682.671 ; setupWatch ; 32.7465 ; 32.7465 ; restrictionTimer ; 194.649 ; 4.05518 ; preSmoothTimer ; 2206.93 ; 45.9777 ; upResidualTimer ; 375.137 ; 7.81536 ; postSmoothTimer ; 2198.08 ; 45.7934 ; commTimer ; 2031.03 ; 2.43528 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 137.598 ; 2.86662 ; setSolutionTimer ; 4.79954 ; 0.0999904 ; cycleWatch ; 5468.6 ; 683.575 ; setupWatch ; 32.1614 ; 32.1614 ; restrictionTimer ; 184.277 ; 3.8391 ; preSmoothTimer ; 2218.33 ; 46.2151 ; upResidualTimer ; 373.766 ; 7.78679 ; postSmoothTimer ; 2204.64 ; 45.93 ; commTimer ; 2037.71 ; 2.4433 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 138.72 ; 2.89 ; setSolutionTimer ; 4.47768 ; 0.0932851 ; cycleWatch ; 5460.73 ; 682.591 ; setupWatch ; 32.6897 ; 32.6897 ; restrictionTimer ; 194.315 ; 4.04823 ; preSmoothTimer ; 2206.7 ; 45.9729 ; upResidualTimer ; 375.719 ; 7.82748 ; postSmoothTimer ; 2197.41 ; 45.7793 ; commTimer ; 2039.6 ; 2.44556 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
correctionTimer ; 137.67 ; 2.86812 ; setSolutionTimer ; 4.61729 ; 0.0961935 ; cycleWatch ; 5468.55 ; 683.568 ; setupWatch ; 32.6755 ; 32.6755 ; restrictionTimer ; 184.15 ; 3.83647 ; preSmoothTimer ; 2218.48 ; 46.2183 ; upResidualTimer ; 374.036 ; 7.79241 ; postSmoothTimer ; 2204.68 ; 45.9308 ; commTimer ; 2043.27 ; 2.44996 ; timeToSolveWatch ; 5539.79 ; 5539.79 ;
